path,category,kind,purpose,typical_inputs,typical_outputs,safe_example,when_to_use,when_not_to_use,safety
tools/analyze/test_build_f4_ri_calibration_and_solver_gate.py,analysis and package builders,python,Admission-invariant tests for the AGENT-191 F4/Ri gate package.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_build_f4_ri_calibration_and_solver_gate,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_build_upcomer_correlation.py,analysis and package builders,python,Unit tests for build_upcomer_correlation.py. Run from the repo root (do NOT source OpenFOAM env): python -m pytest tools/analyze/test_build_upcomer_correlation.py -v,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_build_upcomer_correlation,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_cfd_bc_no_radiation_1d_parity.py,analysis and package builders,python,Tests for run_cfd_bc_no_radiation_1d_parity.py.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_cfd_bc_no_radiation_1d_parity,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_cfd_case_admission_inventory.py,analysis and package builders,python,cfd case admission inventory,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_cfd_case_admission_inventory,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_cfd_closure_bundle.py,analysis and package builders,python,cfd closure bundle,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_cfd_closure_bundle,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_cfd_informed_fixed_mdot_1d_replays.py,analysis and package builders,python,cfd informed fixed mdot 1d replays,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_cfd_informed_fixed_mdot_1d_replays,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_cfd_postprocess_admission_workflow_triage.py,analysis and package builders,python,cfd postprocess admission workflow triage,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_cfd_postprocess_admission_workflow_triage,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_cfd_radiative_boundary_guidance.py,analysis and package builders,python,cfd radiative boundary guidance,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_cfd_radiative_boundary_guidance,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_check_corrected_salt_preflight.py,analysis and package builders,python,check corrected salt preflight,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_check_corrected_salt_preflight,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_claude_action_items.py,analysis and package builders,python,Unit tests for the 2026-06-30 action-item tools (AGENT-156). Covers the pure/deterministic helpers so the science logic is regression-guarded without needing an OpenFOAM runtime or large case data. Run with: python -m...,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_claude_action_items,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_closure_observation_table.py,analysis and package builders,python,Tests for the canonical closure observation table contract.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_closure_observation_table,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_closure_qoi_final_use_disposition_closeout.py,analysis and package builders,python,Tests for AGENT-474 Closure-QOI final-use disposition closeout.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_closure_qoi_final_use_disposition_closeout,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_closure_qoi_mesh_gci_punch_list.py,analysis and package builders,python,Tests for AGENT-450 closure-QOI mesh/GCI punch-list builder.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_closure_qoi_mesh_gci_punch_list,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/test_closure_qoi_mesh_gci_resolution.py,analysis and package builders,python,Tests for AGENT-455 closure-QOI / leg-specific Internal-Nu resolution.,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 -m unittest tools.analyze.test_closure_qoi_mesh_gci_resolution,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
